id,order_id,user_id,product_id,rating,title,body,verified_purchase,helpful_votes,flagged,reviewed_at,updated_at
19,254,188,468,5,Absolutely love it,My whole family loves it. Worth every penny.,True,5,False,2025-06-06 01:48:11,
20,295,38,255,5,Superb,Fantastic. Does exactly what it says on the tin.,True,0,False,2022-12-08 15:27:55,
21,354,377,208,5,Highly recommend,Fantastic. Does exactly what it says on the tin.,True,0,False,2025-11-16 12:50:51,
22,1147,495,56,5,Exceeded expectations,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-08-16 21:55:14,
23,647,8,475,5,Fantastic quality,My whole family loves it. Worth every penny.,True,2,False,2024-07-15 07:47:27,
24,555,388,408,5,Fantastic quality,My whole family loves it. Worth every penny.,True,2,False,2025-01-18 12:42:45,
25,141,180,241,2,Below average,Would not buy again at this price.,True,0,False,2026-01-15 13:06:21,
26,517,393,389,3,Decent,Average quality for the price.,True,3,False,2025-04-25 02:37:48,
27,1261,186,413,5,Highly recommend,Fantastic. Does exactly what it says on the tin.,True,1,False,2024-11-16 05:45:23,
28,890,108,272,5,Highly recommend,Fantastic. Does exactly what it says on the tin.,True,5,False,2025-03-06 02:36:39,
29,157,212,93,4,Very good,Works as described. Happy with the purchase.,True,0,False,2025-07-05 01:03:58,
30,111,252,498,5,Fantastic quality,My whole family loves it. Worth every penny.,True,4,False,2024-04-19 00:53:04,
31,1905,254,155,5,Superb,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-07-21 09:39:40,
32,604,433,451,4,Good buy,"Meets expectations, packaging was good.",True,0,False,2025-03-23 06:45:00,
33,750,218,140,5,Superb,My whole family loves it. Worth every penny.,True,1,False,2025-02-19 18:13:05,
34,684,440,34,5,Highly recommend,Really impressed by the build quality. Will buy again.,True,13,False,2025-11-23 13:46:55,
35,1794,58,440,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,0,False,2024-03-30 00:27:38,
36,1352,481,220,4,Mostly great,"Meets expectations, packaging was good.",True,0,False,2022-05-23 16:33:40,
37,767,435,243,2,Below average,Quality feels cheaper than described.,True,0,False,2025-11-10 12:47:46,
38,1561,340,139,4,Mostly great,"Good product overall, minor room for improvement.",True,0,False,2026-02-03 15:40:21,
39,1846,212,324,3,Not bad,"Some features work well, others not so much.",True,2,False,2025-02-12 10:36:12,
40,138,238,19,4,Really happy with this,"Good product overall, minor room for improvement.",True,0,False,2024-10-29 16:31:55,
41,591,238,164,5,Best purchase ever,My whole family loves it. Worth every penny.,True,2,False,2024-10-19 15:02:20,
42,8,272,481,5,Absolutely love it,Really impressed by the build quality. Will buy again.,True,1,False,2025-07-08 00:04:01,
43,745,387,446,4,Mostly great,"Solid quality, delivery was quick.",True,10,False,2024-08-17 11:59:14,
44,1705,187,6,5,Absolutely love it,Really impressed by the build quality. Will buy again.,True,6,False,2025-09-12 13:42:50,
45,1762,271,111,4,Very good,"Meets expectations, packaging was good.",True,0,False,2024-10-24 14:48:02,
46,1395,106,60,5,Exceeded expectations,Really impressed by the build quality. Will buy again.,True,0,False,2025-02-05 18:56:17,
47,1625,166,235,5,Superb,Really impressed by the build quality. Will buy again.,True,1,False,2025-07-03 05:11:17,
48,545,480,127,5,Fantastic quality,Fantastic. Does exactly what it says on the tin.,True,11,False,2025-01-08 02:20:46,
49,201,119,275,5,Exceeded expectations,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-11-04 21:50:30,
50,1761,391,120,5,Best purchase ever,"Fast delivery, great packaging, excellent product.",True,0,False,2023-07-23 06:26:15,
51,1674,216,416,5,Superb,"Fast delivery, great packaging, excellent product.",True,0,False,2024-03-31 16:18:15,
52,664,439,417,5,Absolutely love it,Fantastic. Does exactly what it says on the tin.,True,2,False,2025-05-30 15:41:21,
53,1658,8,286,4,Good buy,"Solid quality, delivery was quick.",True,1,False,2024-02-14 03:27:09,
54,930,289,432,5,Absolutely love it,Really impressed by the build quality. Will buy again.,True,1,False,2025-09-21 17:26:41,
55,887,475,293,5,Superb,"Fast delivery, great packaging, excellent product.",True,1,False,2025-08-01 20:34:41,
56,1404,85,235,4,Good buy,"Solid quality, delivery was quick.",True,0,False,2024-06-01 06:53:35,
57,1627,334,472,5,Superb,"Fast delivery, great packaging, excellent product.",True,0,False,2025-01-25 05:36:04,
58,323,70,247,5,Best purchase ever,Really impressed by the build quality. Will buy again.,True,6,False,2025-10-08 13:32:25,
59,1293,75,157,5,Superb,Fantastic. Does exactly what it says on the tin.,True,6,False,2025-09-07 10:47:32,
60,1411,346,115,5,Fantastic quality,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-10-14 06:36:07,
61,1350,151,366,5,Exceeded expectations,Really impressed by the build quality. Will buy again.,True,11,False,2025-01-12 16:39:38,
62,1256,24,321,5,Exceeded expectations,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-07-14 16:24:51,
63,779,57,175,5,Absolutely love it,"Fast delivery, great packaging, excellent product.",True,1,False,2022-10-21 08:46:49,
64,853,210,411,5,Highly recommend,"Fast delivery, great packaging, excellent product.",True,7,False,2025-01-06 11:30:11,
65,436,183,260,4,Great value,"Solid quality, delivery was quick.",True,0,False,2025-08-02 23:23:18,
66,29,96,438,1,Very poor quality,Completely different from the description.,True,0,False,2024-09-19 08:40:13,
67,1706,391,500,5,Absolutely love it,Really impressed by the build quality. Will buy again.,True,0,False,2022-12-11 20:44:53,
68,735,37,370,3,It's ok,Average quality for the price.,True,0,False,2022-10-19 08:02:03,
69,935,367,455,5,Exceeded expectations,"Fast delivery, great packaging, excellent product.",True,1,False,2024-05-15 12:11:06,
70,1607,317,195,5,Highly recommend,Fantastic. Does exactly what it says on the tin.,True,0,False,2025-11-17 19:35:28,
71,294,295,148,5,Superb,My whole family loves it. Worth every penny.,True,4,False,2025-03-15 10:27:30,
72,594,90,203,4,Very good,"Solid quality, delivery was quick.",True,4,False,2024-12-01 23:34:26,
73,918,200,273,1,Complete waste of money,Broke within a week of use.,True,2,False,2025-08-18 09:16:26,
74,595,414,367,4,Mostly great,"Solid quality, delivery was quick.",True,3,False,2025-09-24 18:21:48,
75,1257,356,91,5,Best purchase ever,Fantastic. Does exactly what it says on the tin.,True,0,False,2025-02-15 07:22:30,
76,1355,252,299,5,Fantastic quality,Fantastic. Does exactly what it says on the tin.,True,0,False,2022-04-29 20:33:23,
77,914,357,24,5,Superb,"Fast delivery, great packaging, excellent product.",True,3,False,2026-01-28 05:59:45,
78,1503,213,168,5,Fantastic quality,Fantastic. Does exactly what it says on the tin.,True,4,False,2025-08-16 00:12:24,
79,867,57,308,5,Best purchase ever,Really impressed by the build quality. Will buy again.,True,1,False,2025-06-21 16:49:09,
80,480,39,245,3,Decent,It's okay but nothing special.,True,0,False,2025-01-02 04:01:53,
81,1294,42,474,5,Superb,"Fast delivery, great packaging, excellent product.",True,0,True,2023-06-21 05:19:14,
82,957,87,280,3,Not bad,Average quality for the price.,True,1,False,2025-04-14 15:16:48,
83,857,354,107,4,Great value,Works as described. Happy with the purchase.,True,0,False,2024-10-24 08:08:54,
84,101,250,107,5,Fantastic quality,Fantastic. Does exactly what it says on the tin.,True,0,False,2022-05-09 03:00:00,
85,808,390,117,2,Below average,"Had minor issues, customer service was slow.",True,1,False,2025-02-23 03:38:41,
86,1448,388,143,5,Highly recommend,My whole family loves it. Worth every penny.,True,1,False,2026-01-03 07:26:17,
87,1758,233,309,5,Absolutely love it,Fantastic. Does exactly what it says on the tin.,True,0,False,2022-03-04 02:46:03,
88,615,202,332,5,Exceeded expectations,Fantastic. Does exactly what it says on the tin.,True,1,False,2022-09-27 08:46:14,
89,535,116,219,5,Best purchase ever,Really impressed by the build quality. Will buy again.,True,4,False,2024-04-19 06:53:50,
90,1548,28,351,2,Disappointed,Quality feels cheaper than described.,True,0,False,2025-11-18 11:44:19,
91,1354,148,484,3,Average,"Some features work well, others not so much.",True,2,False,2024-11-14 23:38:32,
92,1262,211,410,5,Absolutely love it,"Fast delivery, great packaging, excellent product.",True,12,False,2025-09-27 19:46:17,
93,756,174,481,3,Mixed feelings,Average quality for the price.,True,9,False,2024-10-24 01:44:29,
94,1379,381,125,3,It's ok,It's okay but nothing special.,True,1,False,2025-03-22 14:05:17,
95,1025,413,142,5,Best purchase ever,Really impressed by the build quality. Will buy again.,True,0,False,2024-03-13 16:42:24,
96,1624,130,153,5,Highly recommend,My whole family loves it. Worth every penny.,True,1,False,2024-06-16 02:59:41,
97,1966,462,239,5,Fantastic quality,My whole family loves it. Worth every penny.,True,8,False,2025-06-24 04:48:24,
98,1725,283,109,4,Great value,"Good product overall, minor room for improvement.",True,4,False,2024-02-01 06:56:55,
99,1480,391,167,5,Absolutely love it,Fantastic. Does exactly what it says on the tin.,True,0,False,2022-03-24 23:25:22,
100,1382,108,49,4,Good buy,"Good product overall, minor room for improvement.",True,0,False,2024-06-14 20:38:58,
101,943,405,39,5,Best purchase ever,Fantastic. Does exactly what it says on the tin.,True,0,False,2025-09-15 17:03:39,
102,850,258,446,5,Fantastic quality,My whole family loves it. Worth every penny.,True,0,False,2023-10-29 17:42:52,
103,1786,396,486,5,Best purchase ever,"Fast delivery, great packaging, excellent product.",True,0,False,2025-06-11 02:00:25,
104,541,72,186,5,Fantastic quality,Really impressed by the build quality. Will buy again.,True,2,False,2023-12-29 08:57:28,
105,976,31,351,5,Fantastic quality,Really impressed by the build quality. Will buy again.,True,1,False,2023-11-01 10:31:34,
106,1197,312,260,5,Exceeded expectations,Really impressed by the build quality. Will buy again.,True,2,False,2024-06-18 14:25:12,
107,1652,80,163,4,Good buy,Works as described. Happy with the purchase.,True,2,False,2023-08-07 18:01:56,
108,1389,168,390,5,Fantastic quality,Fantastic. Does exactly what it says on the tin.,True,0,False,2022-10-02 08:58:49,
109,1978,381,164,4,Solid product,Works as described. Happy with the purchase.,True,0,False,2024-06-24 09:52:58,
110,955,488,180,4,Very good,"Good product overall, minor room for improvement.",True,3,False,2025-08-06 00:11:23,
111,807,364,300,5,Absolutely love it,"Fast delivery, great packaging, excellent product.",True,0,False,2025-02-11 17:59:31,
112,1187,11,290,5,Superb,My whole family loves it. Worth every penny.,True,19,True,2025-07-10 00:38:19,
113,1946,99,497,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,3,False,2025-05-25 15:24:44,
114,1791,478,18,5,Absolutely love it,"Fast delivery, great packaging, excellent product.",True,2,False,2025-09-24 13:29:54,
115,1044,41,190,5,Superb,Really impressed by the build quality. Will buy again.,True,0,False,2025-03-12 12:51:08,
116,781,497,23,5,Exceeded expectations,"Fast delivery, great packaging, excellent product.",True,4,False,2024-10-13 05:24:18,
117,292,487,358,4,Great value,"Solid quality, delivery was quick.",True,0,False,2023-04-18 07:57:48,
118,1023,491,316,4,Good buy,"Solid quality, delivery was quick.",True,1,False,2022-06-17 19:38:35,
119,1033,118,470,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,0,False,2026-02-03 01:25:03,
120,1364,425,479,5,Superb,My whole family loves it. Worth every penny.,True,1,False,2025-06-07 00:18:28,
121,1254,70,484,5,Highly recommend,Really impressed by the build quality. Will buy again.,True,1,False,2025-06-21 15:14:32,
122,974,273,13,5,Fantastic quality,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-11-11 20:55:44,
123,470,218,371,5,Absolutely love it,Really impressed by the build quality. Will buy again.,True,0,False,2024-08-30 14:23:33,
124,620,487,373,5,Exceeded expectations,My whole family loves it. Worth every penny.,True,10,False,2024-06-29 22:47:49,
125,871,489,53,4,Good buy,Works as described. Happy with the purchase.,True,0,False,2026-01-05 01:47:33,
126,34,405,487,3,Decent,"Some features work well, others not so much.",True,0,False,2025-10-15 19:44:05,
127,495,86,71,5,Fantastic quality,Really impressed by the build quality. Will buy again.,True,6,False,2025-03-08 04:37:24,
128,1171,469,473,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,10,False,2026-02-02 11:34:21,
129,38,448,273,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,1,False,2026-01-11 05:35:07,
130,1744,391,434,5,Absolutely love it,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-03-05 23:54:25,
131,1782,70,220,5,Superb,Fantastic. Does exactly what it says on the tin.,True,2,False,2025-10-29 15:56:34,
132,1163,10,286,4,Solid product,"Solid quality, delivery was quick.",True,2,False,2024-07-02 20:02:57,
133,836,214,353,5,Absolutely love it,Fantastic. Does exactly what it says on the tin.,True,0,False,2023-05-07 09:20:10,
134,1200,498,218,4,Good buy,"Good product overall, minor room for improvement.",True,8,False,2025-02-14 13:26:29,
135,1208,475,163,5,Superb,"Fast delivery, great packaging, excellent product.",True,0,False,2024-12-22 18:25:13,
136,1309,48,121,2,Would not repurchase,Would not buy again at this price.,True,0,False,2025-01-04 02:55:00,
137,1626,396,381,5,Fantastic quality,Really impressed by the build quality. Will buy again.,True,0,False,2024-10-28 09:57:11,
138,204,158,110,5,Highly recommend,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-06-24 08:35:11,
139,398,494,459,2,Would not repurchase,Would not buy again at this price.,True,0,False,2023-04-06 17:16:58,
140,1688,261,331,4,Very good,"Good product overall, minor room for improvement.",True,0,False,2025-05-15 15:14:01,
141,583,116,364,2,Some issues,Not quite what I expected from the photos.,True,0,False,2024-12-04 11:13:58,
142,448,80,413,3,It's ok,Average quality for the price.,True,10,False,2023-05-19 10:50:06,
143,473,38,243,4,Good buy,"Meets expectations, packaging was good.",True,21,False,2025-02-05 03:03:52,
144,1942,113,434,3,Not bad,Average quality for the price.,True,6,False,2026-01-06 02:51:41,
145,440,145,245,3,Could be better,"Some features work well, others not so much.",True,0,False,2025-07-22 03:16:02,
146,831,173,172,5,Exceeded expectations,My whole family loves it. Worth every penny.,True,7,False,2023-12-21 06:56:33,
147,1186,475,41,5,Fantastic quality,My whole family loves it. Worth every penny.,True,6,False,2022-09-22 16:48:58,
148,1928,276,240,5,Superb,Really impressed by the build quality. Will buy again.,True,3,False,2024-07-10 06:35:51,
149,1533,382,31,5,Exceeded expectations,My whole family loves it. Worth every penny.,True,5,False,2024-01-11 13:17:40,
150,444,357,291,5,Superb,"Fast delivery, great packaging, excellent product.",True,2,False,2025-02-02 08:05:33,
151,1887,125,191,5,Exceeded expectations,Fantastic. Does exactly what it says on the tin.,True,5,False,2024-12-29 08:38:18,
152,170,185,99,4,Mostly great,"Good product overall, minor room for improvement.",True,12,False,2025-08-19 21:59:26,
153,711,64,321,5,Fantastic quality,Fantastic. Does exactly what it says on the tin.,True,0,False,2025-02-19 10:40:13,
154,1459,460,459,3,Could be better,Average quality for the price.,True,3,False,2023-07-14 06:47:19,
155,656,35,1,3,Mixed feelings,Average quality for the price.,True,0,False,2024-08-29 18:48:30,
156,727,216,367,3,Average,Average quality for the price.,True,4,False,2024-02-25 10:08:27,
157,1519,470,232,5,Exceeded expectations,"Fast delivery, great packaging, excellent product.",True,0,False,2025-09-12 12:13:13,
158,1752,458,346,4,Solid product,"Meets expectations, packaging was good.",True,0,False,2025-08-27 17:43:24,
159,842,481,287,5,Superb,"Fast delivery, great packaging, excellent product.",True,0,False,2024-11-24 20:41:44,
160,172,480,171,4,Good buy,"Solid quality, delivery was quick.",True,3,False,2025-01-26 08:56:07,
161,1195,388,404,5,Best purchase ever,"Fast delivery, great packaging, excellent product.",True,0,False,2025-07-09 13:22:58,
162,205,479,479,2,Below average,Would not buy again at this price.,True,3,False,2022-03-25 19:19:28,
163,645,415,273,5,Exceeded expectations,Really impressed by the build quality. Will buy again.,True,7,False,2024-03-23 02:46:26,
164,1613,212,27,5,Superb,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-04-19 20:12:02,
165,1296,192,67,5,Exceeded expectations,"Fast delivery, great packaging, excellent product.",True,11,False,2025-08-25 15:33:46,
166,1539,216,328,5,Highly recommend,Fantastic. Does exactly what it says on the tin.,True,1,False,2025-10-04 13:44:08,
167,939,91,93,5,Best purchase ever,Fantastic. Does exactly what it says on the tin.,True,0,False,2022-10-23 13:58:15,
168,1629,414,136,4,Solid product,"Meets expectations, packaging was good.",True,0,False,2025-01-19 18:26:12,
169,1826,148,244,5,Highly recommend,Really impressed by the build quality. Will buy again.,True,1,False,2022-08-05 09:24:39,
170,1550,216,47,5,Best purchase ever,My whole family loves it. Worth every penny.,True,0,True,2024-02-25 03:16:11,
171,1565,2,93,3,Could be better,It's okay but nothing special.,True,0,False,2024-04-03 04:22:36,
172,770,172,243,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,0,False,2024-11-25 04:29:29,
173,168,431,438,5,Best purchase ever,My whole family loves it. Worth every penny.,True,4,False,2025-12-05 01:10:45,
174,828,102,399,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,5,False,2025-11-03 14:14:38,
175,1031,290,158,4,Very good,"Solid quality, delivery was quick.",True,0,False,2023-02-12 00:11:13,
176,1027,89,150,5,Exceeded expectations,Really impressed by the build quality. Will buy again.,True,0,False,2025-12-04 07:02:39,
177,1189,86,305,4,Very good,"Solid quality, delivery was quick.",True,0,False,2023-03-08 06:56:24,
178,1018,82,238,5,Superb,My whole family loves it. Worth every penny.,True,1,False,2023-04-09 23:16:40,
179,1400,192,319,3,Average,"Some features work well, others not so much.",True,0,False,2025-03-23 09:13:51,
180,1240,297,210,4,Mostly great,"Good product overall, minor room for improvement.",True,2,False,2025-02-10 19:22:08,
181,1974,82,228,4,Solid product,"Solid quality, delivery was quick.",True,0,False,2023-08-18 23:49:27,
182,1435,348,48,4,Good buy,"Meets expectations, packaging was good.",True,0,False,2025-03-18 20:45:33,
183,1568,82,398,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,0,False,2024-04-30 19:00:56,
184,1190,173,183,3,Mixed feelings,Does the job but feels a bit cheap.,True,0,False,2025-11-02 06:22:24,
185,1934,245,67,4,Good buy,"Good product overall, minor room for improvement.",True,0,False,2023-03-05 16:10:47,
186,173,111,119,5,Absolutely love it,Fantastic. Does exactly what it says on the tin.,True,2,False,2025-09-16 21:02:37,
187,1100,37,249,4,Really happy with this,"Good product overall, minor room for improvement.",True,1,False,2026-01-20 15:02:03,
188,1049,96,220,3,Average,Average quality for the price.,True,0,False,2022-11-18 16:02:30,
189,215,377,5,5,Fantastic quality,Really impressed by the build quality. Will buy again.,True,1,False,2025-12-31 23:51:43,
190,428,212,254,4,Great value,"Meets expectations, packaging was good.",True,0,False,2024-04-02 06:06:09,
191,1231,250,433,3,Average,Average quality for the price.,True,0,False,2024-11-09 21:03:01,
192,1497,389,109,5,Exceeded expectations,"Fast delivery, great packaging, excellent product.",True,1,False,2025-08-16 11:08:53,
193,1326,350,68,5,Best purchase ever,Really impressed by the build quality. Will buy again.,True,0,False,2025-12-26 18:48:46,
194,818,60,221,4,Very good,"Solid quality, delivery was quick.",True,2,False,2024-09-24 21:12:36,
195,802,407,214,4,Really happy with this,Works as described. Happy with the purchase.,True,0,False,2022-11-30 11:55:28,
196,825,397,104,4,Great value,"Good product overall, minor room for improvement.",True,9,False,2026-01-01 12:56:45,
197,677,443,176,5,Fantastic quality,Really impressed by the build quality. Will buy again.,True,0,False,2024-12-15 09:09:06,
198,1297,126,92,5,Superb,My whole family loves it. Worth every penny.,True,2,False,2022-07-08 11:01:55,
199,704,481,249,5,Highly recommend,Really impressed by the build quality. Will buy again.,True,5,False,2026-01-21 15:01:51,
200,534,206,196,5,Absolutely love it,"Fast delivery, great packaging, excellent product.",True,2,False,2022-03-14 12:41:00,
201,1457,357,387,4,Great value,"Meets expectations, packaging was good.",True,0,False,2024-10-30 16:43:19,
202,119,7,422,2,Would not repurchase,Not quite what I expected from the photos.,True,0,True,2023-12-21 03:13:57,
203,1141,151,257,5,Exceeded expectations,Really impressed by the build quality. Will buy again.,True,2,False,2025-11-22 03:43:33,
204,1286,336,275,5,Best purchase ever,"Fast delivery, great packaging, excellent product.",True,2,False,2025-11-25 17:01:42,
205,352,104,29,5,Exceeded expectations,"Fast delivery, great packaging, excellent product.",True,6,False,2025-06-12 05:46:31,
206,801,212,378,4,Very good,Works as described. Happy with the purchase.,True,0,False,2024-02-21 00:41:20,
207,1865,85,182,4,Really happy with this,"Solid quality, delivery was quick.",True,0,False,2025-02-03 18:05:54,
208,1110,423,421,5,Highly recommend,Fantastic. Does exactly what it says on the tin.,True,0,False,2024-08-01 06:22:25,
209,613,276,352,5,Absolutely love it,Really impressed by the build quality. Will buy again.,True,4,False,2025-03-11 17:19:57,
210,786,397,470,5,Highly recommend,Really impressed by the build quality. Will buy again.,True,9,False,2025-09-20 01:42:19,
211,795,322,425,5,Absolutely love it,Fantastic. Does exactly what it says on the tin.,True,4,False,2024-10-29 03:43:08,
212,569,41,357,4,Really happy with this,"Solid quality, delivery was quick.",True,0,False,2024-08-15 21:34:21,
213,137,431,293,5,Best purchase ever,"Fast delivery, great packaging, excellent product.",True,2,False,2026-01-31 01:10:34,
214,198,3,209,3,Could be better,It's okay but nothing special.,True,2,False,2023-09-15 19:05:03,
215,913,448,476,5,Best purchase ever,"Fast delivery, great packaging, excellent product.",True,1,False,2024-02-21 02:46:06,
216,489,189,36,5,Exceeded expectations,"Fast delivery, great packaging, excellent product.",True,4,False,2025-12-19 05:20:26,
217,283,212,384,4,Really happy with this,"Good product overall, minor room for improvement.",True,6,False,2024-03-15 16:43:53,
218,1592,334,136,5,Absolutely love it,My whole family loves it. Worth every penny.,True,2,False,2024-10-30 03:58:38,
219,1348,48,459,3,Average,It's okay but nothing special.,True,0,False,2024-11-18 08:03:54,
220,1381,369,291,4,Good buy,Works as described. Happy with the purchase.,True,0,False,2024-12-06 06:31:35,
221,783,396,177,5,Superb,"Fast delivery, great packaging, excellent product.",True,1,False,2025-11-22 08:25:58,
222,1422,114,99,4,Very good,"Good product overall, minor room for improvement.",True,0,False,2025-09-29 13:45:35,
223,327,41,468,5,Superb,"Fast delivery, great packaging, excellent product.",True,0,False,2022-04-24 00:48:08,
224,1146,116,27,5,Exceeded expectations,Really impressed by the build quality. Will buy again.,True,0,False,2023-11-20 13:54:52,
225,1784,317,13,4,Great value,"Solid quality, delivery was quick.",True,0,False,2024-08-31 00:49:06,
226,165,428,63,5,Absolutely love it,My whole family loves it. Worth every penny.,True,7,False,2023-10-07 10:10:52,
227,782,89,87,5,Absolutely love it,Really impressed by the build quality. Will buy again.,True,1,False,2025-03-31 12:40:35,
228,1020,418,377,4,Solid product,Works as described. Happy with the purchase.,True,0,False,2023-04-19 07:31:41,
229,270,237,478,5,Highly recommend,Really impressed by the build quality. Will buy again.,True,0,False,2025-09-04 15:48:18,
230,1888,397,331,3,It's ok,"Some features work well, others not so much.",True,0,False,2025-09-27 01:11:26,
231,1081,279,161,4,Really happy with this,"Solid quality, delivery was quick.",True,3,False,2024-11-20 20:36:15,
232,75,223,470,5,Highly recommend,"Fast delivery, great packaging, excellent product.",True,0,False,2024-06-15 00:34:57,
233,1055,445,75,4,Solid product,Works as described. Happy with the purchase.,True,0,False,2025-11-01 10:31:44,
234,1273,260,394,4,Mostly great,Works as described. Happy with the purchase.,True,0,False,2023-05-09 16:19:28,
235,1161,178,90,2,Below average,"Had minor issues, customer service was slow.",True,0,False,2025-03-12 21:45:43,
236,333,317,96,5,Highly recommend,Really impressed by the build quality. Will buy again.,True,0,False,2024-05-29 23:51:36,
237,743,320,9,5,Best purchase ever,Fantastic. Does exactly what it says on the tin.,True,2,False,2025-12-26 01:59:51,
238,703,482,155,5,Fantastic quality,My whole family loves it. Worth every penny.,True,20,False,2025-04-18 01:45:18,
239,994,317,139,5,Superb,Really impressed by the build quality. Will buy again.,True,4,True,2025-04-06 17:22:30,
240,1004,3,460,2,Not what I expected,Not quite what I expected from the photos.,True,3,False,2024-06-18 07:53:51,
241,162,168,198,3,Decent,Average quality for the price.,True,0,False,2024-10-14 10:00:43,
242,1677,200,19,5,Highly recommend,Fantastic. Does exactly what it says on the tin.,True,0,False,2025-04-18 12:39:49,
243,823,29,407,5,Exceeded expectations,My whole family loves it. Worth every penny.,True,0,False,2026-02-15 18:20:42,
244,599,470,87,5,Absolutely love it,Really impressed by the build quality. Will buy again.,True,0,False,2025-07-11 02:44:20,
245,1783,154,109,5,Superb,My whole family loves it. Worth every penny.,True,7,False,2025-11-25 14:24:21,
246,1906,203,67,3,Decent,Does the job but feels a bit cheap.,True,4,False,2025-04-27 09:16:53,
247,1564,13,243,4,Very good,"Meets expectations, packaging was good.",True,2,False,2024-07-29 15:01:25,
248,1491,200,344,4,Solid product,"Solid quality, delivery was quick.",True,2,False,2025-10-22 04:27:53,
249,1323,108,394,1,Broken on arrival,Arrived damaged and poorly packaged.,True,0,False,2025-09-23 09:37:17,
250,1694,232,271,5,Absolutely love it,My whole family loves it. Worth every penny.,True,1,False,2025-09-21 11:02:01,
251,1963,247,195,5,Highly recommend,"Fast delivery, great packaging, excellent product.",True,0,False,2025-09-13 10:42:06,
252,1885,27,465,4,Really happy with this,"Good product overall, minor room for improvement.",True,11,False,2025-07-10 15:57:29,
253,1532,341,482,5,Fantastic quality,"Fast delivery, great packaging, excellent product.",True,3,False,2025-11-19 16:47:52,
254,153,92,219,5,Superb,My whole family loves it. Worth every penny.,True,1,False,2024-08-25 21:22:03,
255,1814,247,442,4,Really happy with this,"Solid quality, delivery was quick.",True,0,False,2025-03-12 22:59:04,
256,416,85,35,5,Highly recommend,My whole family loves it. Worth every penny.,True,0,False,2024-01-21 09:03:47,
257,653,108,198,5,Exceeded expectations,My whole family loves it. Worth every penny.,True,4,False,2024-11-18 00:28:40,
258,646,275,260,5,Best purchase ever,"Fast delivery, great packaging, excellent product.",True,3,False,2023-07-03 08:02:23,
259,305,429,451,3,Mixed feelings,"Some features work well, others not so much.",True,0,False,2024-11-28 22:34:44,
